id,candidate_id,qplume,name,folder,date,datetime,window_col_off,window_row_off,window_width,window_height,subset,difficulty,label_path,has_plume,window_labels
ang20190923t181729_r3963_c475_w151_h151,ang20190923t181729-D,97.48068317,ang20190923t181729,/AVIRISNG/Permian2019/ang20190923t181729_r3963_c475_w151_h151,2019-09-23,2019-09-23 18:17:29+00:00,0,0,512,512,train,hard,gs://starcop/Permian/permian_2019_official/ang20190923t181729-D_r3963_c475_ctr.tif,True,"Window(col_off=-180, row_off=-180, width=512, height=512)"
ang20190923t185208_r768_c0_w512_h512,,0.0,ang20190923t185208,/AVIRISNG/Permian2019/ang20190923t185208_r768_c0_w512_h512,2019-09-23,2019-09-23 18:52:08+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191019t160518_r7168_c0_w512_h512,,0.0,ang20191019t160518,/AVIRISNG/Permian2019/ang20191019t160518_r7168_c0_w512_h512,2019-10-19,2019-10-19 16:05:18+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191022t184525_r1594_c62_w151_h151,ang20191022t184525-2,469.963609,ang20191022t184525,/AVIRISNG/Permian2019/ang20191022t184525_r1594_c62_w151_h151,2019-10-22,2019-10-22 18:45:25+00:00,0,0,512,512,train,hard,gs://starcop/Permian/permian_2019_official/ang20191022t184525-2_r1594_c62_ctr.tif,True,"Window(col_off=-180, row_off=-180, width=512, height=512)"
ang20191011t182731_r9984_c256_w512_h512,,0.0,ang20191011t182731,/AVIRISNG/Permian2019/ang20191011t182731_r9984_c256_w512_h512,2019-10-11,2019-10-11 18:27:31+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191016t174016_r1345_c311_w151_h151,ang20191016t174016-1,605.87246,ang20191016t174016,/AVIRISNG/Permian2019/ang20191016t174016_r1345_c311_w151_h151,2019-10-16,2019-10-16 17:40:16+00:00,0,0,512,512,train,hard,gs://starcop/Permian/permian_2019_official/ang20191016t174016-1_r1345_c311_ctr.tif,True,"Window(col_off=-180, row_off=-180, width=512, height=512)"
ang20191023t152801_r3840_c0_w512_h512,,0.0,ang20191023t152801,/AVIRISNG/Permian2019/ang20191023t152801_r3840_c0_w512_h512,2019-10-23,2019-10-23 15:28:01+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191023t142135_r14457_c557_w151_h151,ang20191023t142135-A,381.966462,ang20191023t142135,/AVIRISNG/Permian2019/ang20191023t142135_r14457_c557_w151_h151,2019-10-23,2019-10-23 14:21:35+00:00,0,0,512,512,train,hard,gs://starcop/Permian/permian_2019_official/ang20191023t142135-A_r14457_c557_ctr.tif,True,"Window(col_off=-180, row_off=-180, width=512, height=512)"
ang20191016t172526_r3581_c275_w151_h151,ang20191016t172526-C,342.7056322,ang20191016t172526,/AVIRISNG/Permian2019/ang20191016t172526_r3581_c275_w151_h151,2019-10-16,2019-10-16 17:25:26+00:00,0,0,512,512,train,hard,gs://starcop/Permian/permian_2019_official/ang20191016t172526-C_r3581_c275_ctr.tif,True,"Window(col_off=-180, row_off=-180, width=512, height=512)"
ang20190926t171159_r0_c0_w512_h512,,0.0,ang20190926t171159,/AVIRISNG/Permian2019/ang20190926t171159_r0_c0_w512_h512,2019-09-26,2019-09-26 17:11:59+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191016t181351_r3840_c0_w512_h512,,0.0,ang20191016t181351,/AVIRISNG/Permian2019/ang20191016t181351_r3840_c0_w512_h512,2019-10-16,2019-10-16 18:13:51+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191016t150743_r8540_c205_w151_h151,ang20191016t150743-5,708.761166,ang20191016t150743,/AVIRISNG/Permian2019/ang20191016t150743_r8540_c205_w151_h151,2019-10-16,2019-10-16 15:07:43+00:00,0,0,512,512,train,hard,gs://starcop/Permian/permian_2019_official/ang20191016t150743-5_r8540_c205_ctr.tif,True,"Window(col_off=-180, row_off=-180, width=512, height=512)"
ang20191007t200647_r4678_c402_w151_h151,ang20191007t200647-3,224.434651,ang20191007t200647,/AVIRISNG/Permian2019/ang20191007t200647_r4678_c402_w151_h151,2019-10-07,2019-10-07 20:06:47+00:00,0,0,512,512,train,hard,gs://starcop/Permian/permian_2019_official/ang20191007t200647-3_r4678_c402_ctr.tif,True,"Window(col_off=-180, row_off=-180, width=512, height=512)"
ang20190926t213844_r5632_c256_w512_h512,,0.0,ang20190926t213844,/AVIRISNG/Permian2019/ang20190926t213844_r5632_c256_w512_h512,2019-09-26,2019-09-26 21:38:44+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191011t185825_r4352_c0_w512_h512,,0.0,ang20191011t185825,/AVIRISNG/Permian2019/ang20191011t185825_r4352_c0_w512_h512,2019-10-11,2019-10-11 18:58:25+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191016t163955_r2757_c278_w151_h151,ang20191016t163955-2,230.855329,ang20191016t163955,/AVIRISNG/Permian2019/ang20191016t163955_r2757_c278_w151_h151,2019-10-16,2019-10-16 16:39:55+00:00,0,0,512,512,train,hard,gs://starcop/Permian/permian_2019_official/ang20191016t163955-2_r2757_c278_ctr.tif,True,"Window(col_off=-180, row_off=-180, width=512, height=512)"
ang20190923t174142_r13784_c155_w151_h151,ang20190923t174142-C,667.1255234,ang20190923t174142,/AVIRISNG/Permian2019/ang20190923t174142_r13784_c155_w151_h151,2019-09-23,2019-09-23 17:41:42+00:00,0,0,512,512,train,hard,gs://starcop/Permian/permian_2019_official/ang20190923t174142-C_r13784_c155_ctr.tif,True,"Window(col_off=-180, row_off=-180, width=512, height=512)"
ang20191016t165454_r9472_c256_w512_h512,,0.0,ang20191016t165454,/AVIRISNG/Permian2019/ang20191016t165454_r9472_c256_w512_h512,2019-10-16,2019-10-16 16:54:54+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191017t150903_r8459_c83_w151_h151,ang20191017t150903-4,600.221575,ang20191017t150903,/AVIRISNG/Permian2019/ang20191017t150903_r8459_c83_w151_h151,2019-10-17,2019-10-17 15:09:03+00:00,0,0,512,512,train,hard,gs://starcop/Permian/permian_2019_official/ang20191017t150903-4_r8459_c83_ctr.tif,True,"Window(col_off=-180, row_off=-180, width=512, height=512)"
ang20191017t154425_r7934_c553_w151_h151,ang20191017t154425-D,431.9093677,ang20191017t154425,/AVIRISNG/Permian2019/ang20191017t154425_r7934_c553_w151_h151,2019-10-17,2019-10-17 15:44:25+00:00,0,0,512,512,train,hard,gs://starcop/Permian/permian_2019_official/ang20191017t154425-D_r7934_c553_ctr.tif,True,"Window(col_off=-180, row_off=-180, width=512, height=512)"
ang20191010t195717_r2304_c256_w512_h512,,0.0,ang20191010t195717,/AVIRISNG/Permian2019/ang20191010t195717_r2304_c256_w512_h512,2019-10-10,2019-10-10 19:57:17+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191019t153454_r1024_c0_w512_h512,,0.0,ang20191019t153454,/AVIRISNG/Permian2019/ang20191019t153454_r1024_c0_w512_h512,2019-10-19,2019-10-19 15:34:54+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191016t174016_r3840_c0_w512_h512,,0.0,ang20191016t174016,/AVIRISNG/Permian2019/ang20191016t174016_r3840_c0_w512_h512,2019-10-16,2019-10-16 17:40:16+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191016t162417_r6400_c0_w512_h512,,0.0,ang20191016t162417,/AVIRISNG/Permian2019/ang20191016t162417_r6400_c0_w512_h512,2019-10-16,2019-10-16 16:24:17+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191023t164221_r10290_c281_w151_h151,ang20191023t164221-7,182.278847,ang20191023t164221,/AVIRISNG/Permian2019/ang20191023t164221_r10290_c281_w151_h151,2019-10-23,2019-10-23 16:42:21+00:00,0,0,512,512,train,hard,gs://starcop/Permian/permian_2019_official/ang20191023t164221-7_r10290_c281_ctr.tif,True,"Window(col_off=-180, row_off=-180, width=512, height=512)"
ang20191011t172641_r290_c384_w151_h151,ang20191011t172641-D,647.3503497,ang20191011t172641,/AVIRISNG/Permian2019/ang20191011t172641_r290_c384_w151_h151,2019-10-11,2019-10-11 17:26:41+00:00,0,0,512,512,train,hard,gs://starcop/Permian/permian_2019_official/ang20191011t172641-D_r290_c384_ctr.tif,True,"Window(col_off=-180, row_off=-180, width=512, height=512)"
ang20190927t173620_r9216_c256_w512_h512,,0.0,ang20190927t173620,/AVIRISNG/Permian2019/ang20190927t173620_r9216_c256_w512_h512,2019-09-27,2019-09-27 17:36:20+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191023t174017_r1024_c0_w512_h512,,0.0,ang20191023t174017,/AVIRISNG/Permian2019/ang20191023t174017_r1024_c0_w512_h512,2019-10-23,2019-10-23 17:40:17+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191012t155942_r2048_c0_w512_h512,,0.0,ang20191012t155942,/AVIRISNG/Permian2019/ang20191012t155942_r2048_c0_w512_h512,2019-10-12,2019-10-12 15:59:42+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191010t195717_r1411_c400_w151_h151,ang20191010t195717-A,500.0758654,ang20191010t195717,/AVIRISNG/Permian2019/ang20191010t195717_r1411_c400_w151_h151,2019-10-10,2019-10-10 19:57:17+00:00,0,0,512,512,train,hard,gs://starcop/Permian/permian_2019_official/ang20191010t195717-A_r1411_c400_ctr.tif,True,"Window(col_off=-180, row_off=-180, width=512, height=512)"
ang20191011t191345_r0_c0_w512_h512,,0.0,ang20191011t191345,/AVIRISNG/Permian2019/ang20191011t191345_r0_c0_w512_h512,2019-10-11,2019-10-11 19:13:45+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20190926t171159_r11264_c256_w512_h512,,0.0,ang20190926t171159,/AVIRISNG/Permian2019/ang20190926t171159_r11264_c256_w512_h512,2019-09-26,2019-09-26 17:11:59+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191007t195115_r10270_c37_w151_h151,ang20191007t195115-5,900.080639,ang20191007t195115,/AVIRISNG/Permian2019/ang20191007t195115_r10270_c37_w151_h151,2019-10-07,2019-10-07 19:51:15+00:00,0,0,512,512,train,hard,gs://starcop/Permian/permian_2019_official/ang20191007t195115-5_r10270_c37_ctr.tif,True,"Window(col_off=-180, row_off=-180, width=512, height=512)"
ang20190927t192237_r8960_c0_w512_h512,,0.0,ang20190927t192237,/AVIRISNG/Permian2019/ang20190927t192237_r8960_c0_w512_h512,2019-09-27,2019-09-27 19:22:37+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191006t165608_r6210_c355_w151_h151,ang20191006t165608-G,96.13240776,ang20191006t165608,/AVIRISNG/Permian2019/ang20191006t165608_r6210_c355_w151_h151,2019-10-06,2019-10-06 16:56:08+00:00,0,0,512,512,train,hard,gs://starcop/Permian/permian_2019_official/ang20191006t165608-G_r6210_c355_ctr.tif,True,"Window(col_off=-180, row_off=-180, width=512, height=512)"
ang20191017t173348_r2637_c488_w151_h151,ang20191017t173348-D,296.2580655,ang20191017t173348,/AVIRISNG/Permian2019/ang20191017t173348_r2637_c488_w151_h151,2019-10-17,2019-10-17 17:33:48+00:00,0,0,512,512,train,hard,gs://starcop/Permian/permian_2019_official/ang20191017t173348-D_r2637_c488_ctr.tif,True,"Window(col_off=-180, row_off=-180, width=512, height=512)"
ang20190924t183641_r7936_c0_w512_h512,,0.0,ang20190924t183641,/AVIRISNG/Permian2019/ang20190924t183641_r7936_c0_w512_h512,2019-09-24,2019-09-24 18:36:41+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191011t191345_r10576_c621_w151_h151,ang20191011t191345-4,866.754001,ang20191011t191345,/AVIRISNG/Permian2019/ang20191011t191345_r10576_c621_w151_h151,2019-10-11,2019-10-11 19:13:45+00:00,0,0,512,512,train,hard,gs://starcop/Permian/permian_2019_official/ang20191011t191345-4_r10576_c621_ctr.tif,True,"Window(col_off=-180, row_off=-180, width=512, height=512)"
ang20191016t162417_r11186_c275_w151_h151,ang20191016t162417-7,933.473633,ang20191016t162417,/AVIRISNG/Permian2019/ang20191016t162417_r11186_c275_w151_h151,2019-10-16,2019-10-16 16:24:17+00:00,0,0,512,512,train,hard,gs://starcop/Permian/permian_2019_official/ang20191016t162417-7_r11186_c275_ctr.tif,True,"Window(col_off=-180, row_off=-180, width=512, height=512)"
ang20191007t185303_r7424_c0_w512_h512,,0.0,ang20191007t185303,/AVIRISNG/Permian2019/ang20191007t185303_r7424_c0_w512_h512,2019-10-07,2019-10-07 18:53:03+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20190923t181729_r0_c256_w512_h512,,0.0,ang20190923t181729,/AVIRISNG/Permian2019/ang20190923t181729_r0_c256_w512_h512,2019-09-23,2019-09-23 18:17:29+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191013t164602_r5888_c256_w512_h512,,0.0,ang20191013t164602,/AVIRISNG/Permian2019/ang20191013t164602_r5888_c256_w512_h512,2019-10-13,2019-10-13 16:46:02+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191006t172739_r4855_c525_w151_h151,ang20191006t172739-H,346.7013217,ang20191006t172739,/AVIRISNG/Permian2019/ang20191006t172739_r4855_c525_w151_h151,2019-10-06,2019-10-06 17:27:39+00:00,0,0,512,512,train,hard,gs://starcop/Permian/permian_2019_official/ang20191006t172739-H_r4855_c525_ctr.tif,True,"Window(col_off=-180, row_off=-180, width=512, height=512)"
ang20191017t143318_r9514_c463_w151_h151,ang20191017t143318-30,771.098302,ang20191017t143318,/AVIRISNG/Permian2019/ang20191017t143318_r9514_c463_w151_h151,2019-10-17,2019-10-17 14:33:18+00:00,0,0,512,512,train,hard,gs://starcop/Permian/permian_2019_official/ang20191017t143318-30_r9514_c463_ctr.tif,True,"Window(col_off=-180, row_off=-180, width=512, height=512)"
ang20191022t182432_r1536_c0_w512_h512,,0.0,ang20191022t182432,/AVIRISNG/Permian2019/ang20191022t182432_r1536_c0_w512_h512,2019-10-22,2019-10-22 18:24:32+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191023t151141_r3072_c0_w512_h512,,0.0,ang20191023t151141,/AVIRISNG/Permian2019/ang20191023t151141_r3072_c0_w512_h512,2019-10-23,2019-10-23 15:11:41+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191022t194233_r2576_c381_w151_h151,ang20191022t194233-1,665.519349,ang20191022t194233,/AVIRISNG/Permian2019/ang20191022t194233_r2576_c381_w151_h151,2019-10-22,2019-10-22 19:42:33+00:00,0,0,512,512,train,hard,gs://starcop/Permian/permian_2019_official/ang20191022t194233-1_r2576_c381_ctr.tif,True,"Window(col_off=-180, row_off=-180, width=512, height=512)"
ang20191022t191141_r3649_c28_w151_h151,ang20191022t191141-C,63.86670689,ang20191022t191141,/AVIRISNG/Permian2019/ang20191022t191141_r3649_c28_w151_h151,2019-10-22,2019-10-22 19:11:41+00:00,0,0,512,512,train,hard,gs://starcop/Permian/permian_2019_official/ang20191022t191141-C_r3649_c28_ctr.tif,True,"Window(col_off=-180, row_off=-180, width=512, height=512)"
ang20191008t183946_r6656_c0_w512_h512,,0.0,ang20191008t183946,/AVIRISNG/Permian2019/ang20191008t183946_r6656_c0_w512_h512,2019-10-08,2019-10-08 18:39:46+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20190927t175410_r1554_c73_w151_h151,ang20190927t175410-M,123.4018373,ang20190927t175410,/AVIRISNG/Permian2019/ang20190927t175410_r1554_c73_w151_h151,2019-09-27,2019-09-27 17:54:10+00:00,0,0,512,512,train,hard,gs://starcop/Permian/permian_2019_official/ang20190927t175410-M_r1554_c73_ctr.tif,True,"Window(col_off=-180, row_off=-180, width=512, height=512)"
ang20190922t192642_r6423_c113_w151_h151,ang20190922t192642-5,1051.9096,ang20190922t192642,/AVIRISNG/Permian2019/ang20190922t192642_r6423_c113_w151_h151,2019-09-22,2019-09-22 19:26:42+00:00,0,0,512,512,train,easy,gs://starcop/Permian/permian_2019_official/ang20190922t192642-5_r6423_c113_ctr.tif,True,"Window(col_off=-180, row_off=-180, width=512, height=512)"
ang20191017t160033_r11776_c0_w512_h512,,0.0,ang20191017t160033,/AVIRISNG/Permian2019/ang20191017t160033_r11776_c0_w512_h512,2019-10-17,2019-10-17 16:00:33+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20190926t171159_r775_c533_w151_h151,ang20190926t171159-D,848.8112783,ang20190926t171159,/AVIRISNG/Permian2019/ang20190926t171159_r775_c533_w151_h151,2019-09-26,2019-09-26 17:11:59+00:00,0,0,512,512,train,hard,gs://starcop/Permian/permian_2019_official/ang20190926t171159-D_r775_c533_ctr.tif,True,"Window(col_off=-180, row_off=-180, width=512, height=512)"
ang20191008t194115_r4096_c0_w512_h512,,0.0,ang20191008t194115,/AVIRISNG/Permian2019/ang20191008t194115_r4096_c0_w512_h512,2019-10-08,2019-10-08 19:41:15+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191010t192008_r3313_c356_w151_h151,ang20191010t192008-1,741.405412,ang20191010t192008,/AVIRISNG/Permian2019/ang20191010t192008_r3313_c356_w151_h151,2019-10-10,2019-10-10 19:20:08+00:00,0,0,512,512,train,hard,gs://starcop/Permian/permian_2019_official/ang20191010t192008-1_r3313_c356_ctr.tif,True,"Window(col_off=-180, row_off=-180, width=512, height=512)"
ang20191019t172500_r4352_c256_w512_h512,,0.0,ang20191019t172500,/AVIRISNG/Permian2019/ang20191019t172500_r4352_c256_w512_h512,2019-10-19,2019-10-19 17:25:00+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191022t163722_r2878_c451_w151_h151,ang20191022t163722-1,1207.85716,ang20191022t163722,/AVIRISNG/Permian2019/ang20191022t163722_r2878_c451_w151_h151,2019-10-22,2019-10-22 16:37:22+00:00,0,0,512,512,train,easy,gs://starcop/Permian/permian_2019_official/ang20191022t163722-1_r2878_c451_ctr.tif,True,"Window(col_off=-180, row_off=-180, width=512, height=512)"
ang20190928t190948_r8960_c256_w512_h512,,0.0,ang20190928t190948,/AVIRISNG/Permian2019/ang20190928t190948_r8960_c256_w512_h512,2019-09-28,2019-09-28 19:09:48+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191022t190019_r1024_c0_w512_h512,,0.0,ang20191022t190019,/AVIRISNG/Permian2019/ang20191022t190019_r1024_c0_w512_h512,2019-10-22,2019-10-22 19:00:19+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191013t173258_r13056_c0_w512_h512,,0.0,ang20191013t173258,/AVIRISNG/Permian2019/ang20191013t173258_r13056_c0_w512_h512,2019-10-13,2019-10-13 17:32:58+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191008t190449_r11776_c256_w512_h512,,0.0,ang20191008t190449,/AVIRISNG/Permian2019/ang20191008t190449_r11776_c256_w512_h512,2019-10-08,2019-10-08 19:04:49+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191017t173348_r747_c18_w151_h151,ang20191017t173348-B,152.4639605,ang20191017t173348,/AVIRISNG/Permian2019/ang20191017t173348_r747_c18_w151_h151,2019-10-17,2019-10-17 17:33:48+00:00,0,0,512,512,train,hard,gs://starcop/Permian/permian_2019_official/ang20191017t173348-B_r747_c18_ctr.tif,True,"Window(col_off=-180, row_off=-180, width=512, height=512)"
ang20191013t192848_r1454_c389_w151_h151,ang20191013t192848-1,138.175292,ang20191013t192848,/AVIRISNG/Permian2019/ang20191013t192848_r1454_c389_w151_h151,2019-10-13,2019-10-13 19:28:48+00:00,0,0,512,512,train,hard,gs://starcop/Permian/permian_2019_official/ang20191013t192848-1_r1454_c389_ctr.tif,True,"Window(col_off=-180, row_off=-180, width=512, height=512)"
ang20191007t190840_r5616_c413_w151_h151,ang20191007t190840-B,178.0152817,ang20191007t190840,/AVIRISNG/Permian2019/ang20191007t190840_r5616_c413_w151_h151,2019-10-07,2019-10-07 19:08:40+00:00,0,0,512,512,train,hard,gs://starcop/Permian/permian_2019_official/ang20191007t190840-B_r5616_c413_ctr.tif,True,"Window(col_off=-180, row_off=-180, width=512, height=512)"
ang20190924t165836_r1962_c318_w151_h151,ang20190924t165836-2,3136.96321,ang20190924t165836,/AVIRISNG/Permian2019/ang20190924t165836_r1962_c318_w151_h151,2019-09-24,2019-09-24 16:58:36+00:00,0,0,512,512,train,easy,gs://starcop/Permian/permian_2019_official/ang20190924t165836-2_r1962_c318_ctr.tif,True,"Window(col_off=-180, row_off=-180, width=512, height=512)"
ang20191019t182848_r3840_c256_w512_h512,,0.0,ang20191019t182848,/AVIRISNG/Permian2019/ang20191019t182848_r3840_c256_w512_h512,2019-10-19,2019-10-19 18:28:48+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191007t185303_r4669_c189_w151_h151,ang20191007t185303-B,208.2654262,ang20191007t185303,/AVIRISNG/Permian2019/ang20191007t185303_r4669_c189_w151_h151,2019-10-07,2019-10-07 18:53:03+00:00,0,0,512,512,train,hard,gs://starcop/Permian/permian_2019_official/ang20191007t185303-B_r4669_c189_ctr.tif,True,"Window(col_off=-180, row_off=-180, width=512, height=512)"
ang20190926t152524_r7296_c498_w151_h151,ang20190926t152524-A,882.56483,ang20190926t152524,/AVIRISNG/Permian2019/ang20190926t152524_r7296_c498_w151_h151,2019-09-26,2019-09-26 15:25:24+00:00,0,0,512,512,train,hard,gs://starcop/Permian/permian_2019_official/ang20190926t152524-A_r7296_c498_ctr.tif,True,"Window(col_off=-180, row_off=-180, width=512, height=512)"
ang20191010t195717_r6656_c256_w512_h512,,0.0,ang20191010t195717,/AVIRISNG/Permian2019/ang20191010t195717_r6656_c256_w512_h512,2019-10-10,2019-10-10 19:57:17+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191005t221554_r768_c0_w512_h512,,0.0,ang20191005t221554,/AVIRISNG/Permian2019/ang20191005t221554_r768_c0_w512_h512,2019-10-05,2019-10-05 22:15:54+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20190927t151239_r5770_c331_w151_h151,ang20190927t151239-1,458.006694,ang20190927t151239,/AVIRISNG/Permian2019/ang20190927t151239_r5770_c331_w151_h151,2019-09-27,2019-09-27 15:12:39+00:00,0,0,512,512,train,hard,gs://starcop/Permian/permian_2019_official/ang20190927t151239-1_r5770_c331_ctr.tif,True,"Window(col_off=-180, row_off=-180, width=512, height=512)"
ang20191013t145516_r15602_c363_w151_h151,ang20191013t145516-I,536.0170266,ang20191013t145516,/AVIRISNG/Permian2019/ang20191013t145516_r15602_c363_w151_h151,2019-10-13,2019-10-13 14:55:16+00:00,0,0,512,512,train,hard,gs://starcop/Permian/permian_2019_official/ang20191013t145516-I_r15602_c363_ctr.tif,True,"Window(col_off=-180, row_off=-180, width=512, height=512)"
ang20191023t174017_r10832_c404_w151_h151,ang20191023t174017-E,95.30654022,ang20191023t174017,/AVIRISNG/Permian2019/ang20191023t174017_r10832_c404_w151_h151,2019-10-23,2019-10-23 17:40:17+00:00,0,0,512,512,train,hard,gs://starcop/Permian/permian_2019_official/ang20191023t174017-E_r10832_c404_ctr.tif,True,"Window(col_off=-180, row_off=-180, width=512, height=512)"
ang20190927t175410_r3898_c88_w151_h151,ang20190927t175410-2,377.612437,ang20190927t175410,/AVIRISNG/Permian2019/ang20190927t175410_r3898_c88_w151_h151,2019-09-27,2019-09-27 17:54:10+00:00,0,0,512,512,train,hard,gs://starcop/Permian/permian_2019_official/ang20190927t175410-2_r3898_c88_ctr.tif,True,"Window(col_off=-180, row_off=-180, width=512, height=512)"
ang20191023t183654_r0_c0_w512_h512,,0.0,ang20191023t183654,/AVIRISNG/Permian2019/ang20191023t183654_r0_c0_w512_h512,2019-10-23,2019-10-23 18:36:54+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191019t183727_r0_c0_w512_h512,,0.0,ang20191019t183727,/AVIRISNG/Permian2019/ang20191019t183727_r0_c0_w512_h512,2019-10-19,2019-10-19 18:37:27+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191013t151222_r6133_c162_w151_h151,ang20191013t151222-6,190.181068,ang20191013t151222,/AVIRISNG/Permian2019/ang20191013t151222_r6133_c162_w151_h151,2019-10-13,2019-10-13 15:12:22+00:00,0,0,512,512,train,hard,gs://starcop/Permian/permian_2019_official/ang20191013t151222-6_r6133_c162_ctr.tif,True,"Window(col_off=-180, row_off=-180, width=512, height=512)"
ang20191017t170330_r2523_c49_w151_h151,ang20191017t170330-M,647.1599289,ang20191017t170330,/AVIRISNG/Permian2019/ang20191017t170330_r2523_c49_w151_h151,2019-10-17,2019-10-17 17:03:30+00:00,0,0,512,512,train,hard,gs://starcop/Permian/permian_2019_official/ang20191017t170330-M_r2523_c49_ctr.tif,True,"Window(col_off=-180, row_off=-180, width=512, height=512)"
ang20191008t182150_r12800_c256_w512_h512,,0.0,ang20191008t182150,/AVIRISNG/Permian2019/ang20191008t182150_r12800_c256_w512_h512,2019-10-08,2019-10-08 18:21:50+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191019t183727_r512_c0_w512_h512,,0.0,ang20191019t183727,/AVIRISNG/Permian2019/ang20191019t183727_r512_c0_w512_h512,2019-10-19,2019-10-19 18:37:27+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191017t170330_r7424_c0_w512_h512,,0.0,ang20191017t170330,/AVIRISNG/Permian2019/ang20191017t170330_r7424_c0_w512_h512,2019-10-17,2019-10-17 17:03:30+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20190927t164322_r7936_c0_w512_h512,,0.0,ang20190927t164322,/AVIRISNG/Permian2019/ang20190927t164322_r7936_c0_w512_h512,2019-09-27,2019-09-27 16:43:22+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191022t150110_r6897_c137_w151_h151,ang20191022t150110-5,1515.49407,ang20191022t150110,/AVIRISNG/Permian2019/ang20191022t150110_r6897_c137_w151_h151,2019-10-22,2019-10-22 15:01:10+00:00,0,0,512,512,train,easy,gs://starcop/Permian/permian_2019_official/ang20191022t150110-5_r6897_c137_ctr.tif,True,"Window(col_off=-180, row_off=-180, width=512, height=512)"
